trial	target	response
26	-12.50	-15.13
47	37.50	28.65
95	12.50	-2.42
107	12.50	-4.60
132	37.50	19.39
140	37.50	18.27
158	12.50	n/a
167	-37.50	-32.05
176	-12.50	-24.85
210	37.50	1.31
221	-12.50	-25.04
227	12.50	-0.71
247	12.50	-10.73
268	-12.50	-25.45
276	12.50	-12.87
315	37.50	21.85
324	37.50	-9.08
343	-37.50	-8.25
363	12.50	-8.77
386	-37.50	-34.28
406	12.50	n/a
437	-37.50	-33.00
449	-12.50	-25.63
470	-12.50	-24.71
485	-12.50	-23.61
499	12.50	-1.98
518	-12.50	-14.47
530	37.50	18.76
538	37.50	20.05
565	-37.50	-32.79
573	-12.50	-13.68
581	-37.50	-30.99
621	37.50	3.37
640	-37.50	-31.23
673	37.50	19.45
692	-37.50	-32.15
747	37.50	15.22
769	-12.50	-0.41
779	12.50	18.14
799	-37.50	-23.69
812	-37.50	-34.14
821	37.50	35.73
833	12.50	-9.51
880	37.50	34.04
892	37.50	35.66
901	37.50	52.37
924	37.50	18.96
958	12.50	2.57
968	12.50	2.20
989	-12.50	-14.80
1060	12.50	-4.01
1087	-37.50	-31.57
1097	-37.50	-32.87
1108	-37.50	-23.94
1117	12.50	8.31
1129	12.50	-4.86
1164	37.50	8.17
1173	-12.50	-22.07
1183	12.50	-12.30
1197	-37.50	-22.23
1209	37.50	33.04
1299	12.50	-2.95
1315	12.50	-4.80
1336	-37.50	-15.72
1348	-12.50	-23.98
1368	-37.50	-43.34
1374	37.50	26.09
1391	12.50	-2.43
1397	-37.50	0.08
1403	12.50	-1.26
1410	-37.50	-30.48
1425	-12.50	-21.76
