trial	target	response
5	12.50	16.01
12	12.50	12.47
31	-12.50	-6.80
36	37.50	23.28
76	-37.50	-19.09
117	12.50	28.96
122	37.50	35.05
158	12.50	n/a
170	12.50	n/a
178	37.50	23.03
199	-12.50	-2.80
217	12.50	n/a
257	37.50	23.08
271	-12.50	-1.06
290	12.50	5.98
320	-37.50	-19.59
374	-37.50	-18.77
389	12.50	14.81
394	-12.50	-0.90
403	-37.50	-13.88
408	-12.50	-3.04
425	37.50	24.20
431	-37.50	-22.55
438	37.50	36.35
460	37.50	n/a
472	-37.50	-30.49
494	12.50	n/a
499	12.50	12.73
504	-37.50	-18.44
565	-12.50	-20.56
574	-37.50	-21.75
602	-12.50	-20.18
617	37.50	22.97
622	12.50	n/a
647	-12.50	-20.20
663	12.50	n/a
689	-12.50	-1.13
701	37.50	35.03
709	-37.50	-19.64
725	37.50	11.78
735	-37.50	-19.31
751	-37.50	-17.10
784	12.50	6.72
791	-37.50	-19.71
798	12.50	22.88
825	-37.50	-19.52
832	37.50	20.11
856	-37.50	-17.76
923	-12.50	-19.27
929	12.50	n/a
963	-12.50	-19.16
973	12.50	28.29
991	37.50	24.32
1010	-12.50	-2.14
1034	-12.50	-1.36
1058	37.50	24.66
1073	-37.50	-20.11
1088	-12.50	-17.57
1099	37.50	38.97
1137	12.50	n/a
1153	37.50	36.39
1172	-37.50	-16.20
1202	12.50	25.09
1207	-37.50	-19.64
1223	-37.50	-20.62
1235	-12.50	-6.89
1263	-37.50	-10.24
1288	37.50	n/a
1298	-37.50	-13.71
1305	12.50	6.52
1317	-37.50	-27.49
1338	12.50	5.78
