trial	target	response
26	37.50	-21.50
37	12.50	-4.29
53	37.50	-27.02
59	12.50	46.40
79	-37.50	-20.38
92	37.50	37.57
99	37.50	-28.91
124	12.50	61.22
152	37.50	44.06
167	-37.50	n/a
194	-12.50	14.66
225	-12.50	26.48
250	37.50	-22.45
260	-37.50	-5.03
327	37.50	-4.58
348	-37.50	-9.81
364	37.50	-28.84
379	-12.50	-29.37
398	37.50	39.55
416	37.50	-24.29
429	12.50	36.80
439	12.50	19.42
462	37.50	-18.66
478	12.50	-24.27
493	-12.50	7.27
502	-12.50	-22.60
518	37.50	-25.22
548	-12.50	35.99
558	-12.50	49.15
564	37.50	-0.96
574	12.50	64.73
588	-12.50	58.32
614	37.50	-8.42
624	-37.50	22.40
652	12.50	50.91
680	-12.50	41.56
733	37.50	-26.19
741	-37.50	-9.05
760	37.50	3.91
771	12.50	10.35
780	-37.50	39.14
830	-12.50	36.25
855	12.50	-4.85
861	37.50	-16.98
868	37.50	-17.35
901	-37.50	18.49
907	-37.50	50.26
947	-37.50	-8.45
966	37.50	-13.72
976	-12.50	4.85
1000	-37.50	50.01
1008	12.50	32.88
1040	37.50	-7.17
1052	-12.50	43.08
1087	-37.50	47.56
1094	12.50	19.62
1101	-37.50	18.94
1109	-12.50	33.31
1118	-12.50	-4.98
1182	-12.50	49.48
1211	-37.50	-5.80
1228	-12.50	15.22
1237	12.50	22.83
1246	37.50	-13.56
1266	12.50	-14.32
1290	12.50	28.63
1331	37.50	-13.82
1369	37.50	-9.57
1382	12.50	17.66
1388	37.50	-16.46
1419	-37.50	24.08
1439	12.50	-10.61
