trial	target	response
30	-37.50	16.46
60	-12.50	24.62
76	-37.50	2.78
81	37.50	n/a
125	12.50	-27.99
131	37.50	-10.75
146	-12.50	17.69
165	37.50	10.98
174	12.50	19.17
185	-37.50	12.11
202	12.50	-12.19
208	-12.50	-24.02
233	-12.50	25.44
245	-12.50	-12.01
257	37.50	15.32
290	-12.50	24.16
302	-37.50	-40.17
311	-12.50	-37.77
323	37.50	21.94
335	-37.50	3.09
346	-37.50	50.00
365	37.50	-11.66
409	12.50	10.80
414	-12.50	4.07
479	12.50	-25.15
528	37.50	-2.27
548	37.50	28.75
556	12.50	3.29
573	37.50	-26.38
580	37.50	-8.50
586	37.50	23.44
608	-12.50	-9.44
620	-37.50	-26.52
637	12.50	13.67
659	12.50	11.43
667	37.50	16.01
710	12.50	12.36
724	37.50	44.83
731	37.50	-7.61
742	-12.50	4.86
763	12.50	-11.02
787	-12.50	2.91
801	37.50	-26.85
808	-12.50	14.82
828	37.50	29.60
854	37.50	-26.25
862	12.50	2.82
879	-37.50	-37.00
917	37.50	21.61
932	37.50	14.44
987	-37.50	-38.39
992	-37.50	-10.69
997	37.50	24.36
1003	12.50	14.15
1017	12.50	4.07
1026	37.50	39.90
1058	-37.50	-36.11
1063	-12.50	15.95
1091	12.50	25.60
1119	-12.50	-24.18
1151	37.50	48.48
1199	12.50	16.43
1207	-12.50	-26.95
1224	-37.50	-37.04
1235	37.50	62.73
1242	12.50	16.26
1261	-37.50	-27.24
1285	37.50	7.66
1302	-37.50	-37.86
1326	12.50	26.07
1335	12.50	-8.47
1342	-37.50	15.53
