trial	target	response
14	37.50	21.88
26	37.50	25.70
32	12.50	8.68
41	37.50	18.49
47	-37.50	-2.29
57	-37.50	-13.93
93	-37.50	-2.29
128	12.50	7.26
143	-12.50	0.28
158	37.50	6.65
169	12.50	-2.07
232	-12.50	-3.87
250	12.50	-12.49
257	-37.50	-14.84
318	-37.50	-12.33
326	-37.50	-13.32
338	-37.50	-15.43
357	-12.50	2.21
377	37.50	12.30
388	-12.50	0.65
400	-37.50	-12.60
420	-37.50	-11.91
447	-12.50	-13.69
456	37.50	8.37
530	12.50	0.37
546	12.50	9.31
569	-12.50	-0.93
577	37.50	13.37
595	-37.50	-14.31
626	-37.50	1.10
632	37.50	25.35
656	12.50	0.49
665	12.50	-0.04
671	12.50	-2.40
690	37.50	23.56
705	-37.50	-2.05
742	12.50	0.64
777	-12.50	1.49
783	37.50	5.29
793	-12.50	1.43
808	-12.50	2.19
824	12.50	10.84
856	37.50	26.19
904	-12.50	-11.55
915	37.50	25.62
928	37.50	27.81
938	12.50	2.56
951	12.50	2.29
967	-12.50	-1.71
977	12.50	12.27
1018	37.50	10.79
1037	37.50	12.21
1049	37.50	8.15
1064	-12.50	-4.30
1076	37.50	10.21
1094	-12.50	-4.09
1111	37.50	11.21
1139	-37.50	-1.37
1169	37.50	9.95
1188	-37.50	-1.99
1205	-37.50	-14.66
1216	37.50	26.51
1231	-12.50	-2.72
1240	-12.50	-1.42
1254	12.50	9.81
1266	-12.50	-1.30
1295	-12.50	10.28
1319	-12.50	14.97
1372	12.50	10.01
1383	37.50	8.06
1407	37.50	10.76
1419	12.50	-0.92
