trial	target	response
26	-37.50	-31.94
57	12.50	8.50
74	-37.50	-39.45
95	12.50	13.42
109	-12.50	-3.35
119	37.50	18.23
136	12.50	-10.65
157	37.50	11.71
186	37.50	4.53
193	37.50	26.70
207	37.50	16.87
230	37.50	-14.19
259	-12.50	1.39
268	-12.50	15.44
289	37.50	11.52
339	-37.50	-26.15
365	-37.50	-15.61
374	12.50	-1.84
385	-12.50	-15.06
407	12.50	11.52
424	-37.50	-18.78
454	-37.50	-26.53
461	-37.50	-18.96
476	37.50	14.62
521	12.50	-2.66
527	-37.50	-13.38
546	12.50	14.95
553	12.50	11.81
561	-12.50	-6.49
567	37.50	12.74
578	12.50	0.70
584	37.50	14.41
590	-12.50	13.12
621	-37.50	-12.65
632	-37.50	-19.49
687	37.50	16.49
746	37.50	13.45
760	-12.50	-0.13
778	-12.50	15.83
789	-37.50	-15.81
800	-37.50	-1.90
845	-12.50	2.89
863	-12.50	12.14
876	12.50	10.26
887	12.50	-1.21
923	-37.50	-25.80
929	-12.50	-2.32
958	12.50	13.01
975	-37.50	-20.45
988	12.50	3.54
1010	-12.50	9.11
1028	37.50	16.36
1050	-12.50	-11.08
1068	-12.50	-0.57
1119	-12.50	11.87
1156	37.50	12.95
1164	-37.50	-11.98
1170	-12.50	11.79
1183	-37.50	-13.00
1192	-37.50	-15.23
1229	12.50	17.97
1253	37.50	12.98
1270	37.50	4.61
1283	12.50	3.64
1314	-12.50	-9.44
1321	-12.50	-1.93
1327	-37.50	-2.00
1348	12.50	0.98
1361	-37.50	-9.32
1373	-12.50	4.76
1417	37.50	15.31
1431	12.50	3.51
