trial	target	response
48	-37.50	1.70
55	37.50	21.80
64	37.50	32.51
70	12.50	4.61
78	-37.50	-18.35
98	-37.50	-16.44
108	37.50	34.03
127	12.50	20.83
140	12.50	3.34
166	37.50	39.46
181	-37.50	-16.73
217	-37.50	-19.26
232	-37.50	-20.03
238	12.50	-0.61
245	12.50	-0.81
269	-12.50	-20.68
305	-37.50	20.26
318	-12.50	-21.78
332	-12.50	0.04
350	37.50	32.51
364	-37.50	-22.78
376	-12.50	-18.77
382	-12.50	-22.56
452	-37.50	-20.05
460	-37.50	-29.08
484	37.50	18.11
497	37.50	30.83
511	-12.50	-19.24
518	-12.50	8.90
541	-12.50	21.00
566	12.50	19.26
593	12.50	11.74
636	-12.50	15.91
651	-12.50	0.32
658	37.50	29.68
674	-12.50	24.90
692	37.50	25.30
701	37.50	21.09
715	37.50	15.96
725	-37.50	-22.46
783	37.50	12.63
809	-37.50	17.79
820	37.50	19.12
855	-37.50	-31.10
861	-12.50	-18.43
877	37.50	22.60
883	-12.50	-15.58
889	37.50	20.19
918	37.50	32.89
923	12.50	1.36
944	37.50	42.96
954	-12.50	-27.31
977	37.50	37.18
991	37.50	18.84
1002	-12.50	18.74
1023	-12.50	-19.49
1047	12.50	20.09
1065	12.50	35.92
1092	-12.50	18.83
1137	37.50	35.30
1179	12.50	-17.89
1197	12.50	22.84
1208	37.50	27.69
1223	37.50	-31.65
1238	-37.50	-25.35
1250	12.50	22.24
1264	-12.50	21.80
1274	-12.50	23.61
1291	-37.50	-28.26
1318	37.50	18.81
1341	-37.50	-33.94
1362	-37.50	-19.05
