trial	target	response
52	-37.50	-17.51
58	37.50	16.04
70	37.50	16.30
76	12.50	4.97
85	-37.50	-20.48
108	37.50	17.71
120	-37.50	-26.38
141	-12.50	-7.86
163	37.50	9.19
174	-37.50	-19.10
206	12.50	4.39
238	12.50	9.52
248	-12.50	-7.78
267	37.50	19.63
304	37.50	19.60
339	-12.50	-10.77
361	-12.50	-1.93
383	37.50	24.63
393	-12.50	-4.97
404	37.50	7.95
419	12.50	6.74
425	37.50	16.69
443	-37.50	-16.08
479	-37.50	-13.54
501	-12.50	-7.83
515	-12.50	-6.71
559	37.50	18.27
577	-37.50	-15.26
590	12.50	5.39
600	-37.50	-14.27
622	-37.50	-15.80
630	12.50	-8.67
652	-37.50	-14.28
667	-37.50	-13.62
683	-12.50	-5.90
716	-12.50	-12.53
743	37.50	12.36
754	-37.50	-14.15
769	37.50	17.10
812	37.50	10.31
848	-12.50	-4.55
861	37.50	20.51
870	-12.50	-0.63
906	12.50	7.54
916	37.50	16.09
926	-12.50	6.98
935	-12.50	4.67
945	-37.50	-12.74
976	37.50	20.94
991	-12.50	6.85
1013	-37.50	-6.61
1025	37.50	16.54
1040	-37.50	-19.12
1057	-12.50	4.44
1067	-37.50	-6.82
1101	37.50	17.65
1112	-12.50	-6.86
1140	12.50	6.26
1166	-12.50	4.46
1175	-12.50	-9.66
1214	-12.50	-4.69
1221	37.50	19.06
1227	-12.50	-6.21
1239	12.50	6.87
1284	37.50	21.98
1299	37.50	7.66
1331	12.50	5.70
1339	-12.50	-6.60
1351	-37.50	1.82
1366	12.50	5.48
1374	-37.50	-4.78
1384	-12.50	-5.18
