trial	target	response
18	12.50	-3.81
44	37.50	12.08
74	-37.50	-14.55
88	37.50	6.90
101	-37.50	-13.97
124	-12.50	-3.07
130	37.50	7.97
154	12.50	-1.34
171	-12.50	-14.31
177	12.50	-3.87
198	-12.50	-14.72
226	-12.50	-3.43
245	-37.50	-14.34
267	-12.50	-2.89
307	-12.50	-14.58
318	-37.50	-15.64
326	37.50	9.82
355	-12.50	-15.37
373	37.50	-5.60
380	-37.50	-12.22
415	37.50	7.29
421	-12.50	-0.75
428	12.50	6.99
451	12.50	10.41
486	37.50	10.48
507	-12.50	-3.07
530	12.50	-9.33
542	-12.50	-4.18
557	-37.50	-27.80
565	-12.50	-3.23
592	-12.50	-2.64
606	-37.50	-12.77
622	37.50	-15.12
649	-12.50	-0.35
658	-37.50	-28.18
702	37.50	9.93
737	-37.50	-26.64
749	12.50	-2.88
786	-12.50	-1.82
809	-12.50	-3.99
816	-12.50	-16.13
837	-37.50	-16.29
844	-37.50	-16.15
870	-12.50	-4.93
892	37.50	20.62
911	-37.50	-16.93
937	-12.50	-5.58
952	12.50	8.54
969	-37.50	-26.58
1001	-37.50	-28.42
1049	12.50	7.45
1063	-12.50	0.27
1079	37.50	-3.13
1089	-12.50	-15.09
1097	-37.50	-26.49
1109	-37.50	-14.91
1143	37.50	-10.04
1172	37.50	16.74
1185	37.50	1.65
1194	37.50	16.94
1215	-12.50	20.82
1226	12.50	-3.89
1264	37.50	8.27
1295	-12.50	11.52
1315	-37.50	-25.96
1338	37.50	12.54
1359	12.50	6.65
1367	37.50	11.16
1393	37.50	6.06
1399	37.50	18.26
1420	-12.50	-16.50
1436	37.50	6.05
