trial	target	response
23	37.50	10.92
32	-12.50	-31.73
53	-37.50	-37.48
67	-37.50	-38.47
95	12.50	16.83
109	-37.50	-16.90
137	37.50	30.06
165	-37.50	-17.60
178	-12.50	-21.70
191	12.50	-1.01
201	-12.50	-30.30
222	12.50	12.94
244	12.50	18.05
266	37.50	38.47
290	-37.50	-12.07
301	-12.50	-12.40
323	37.50	46.06
342	-12.50	5.45
360	37.50	40.90
373	-12.50	8.29
379	-37.50	-22.23
410	37.50	36.50
433	-37.50	-10.16
448	12.50	-8.95
464	12.50	21.07
507	-12.50	-11.31
528	12.50	21.64
567	-12.50	-10.91
598	-37.50	-26.27
610	-37.50	-32.97
644	12.50	-9.91
649	37.50	24.73
654	-37.50	-33.94
663	-12.50	23.52
674	12.50	27.52
682	12.50	-8.02
712	37.50	30.15
742	37.50	53.22
753	12.50	-8.58
758	12.50	33.78
796	-12.50	30.74
816	-12.50	1.08
827	-12.50	-10.48
842	37.50	51.13
861	-12.50	-10.97
866	-12.50	25.66
880	-12.50	-5.77
892	12.50	25.30
921	-37.50	-38.19
954	12.50	25.67
960	-12.50	-13.77
966	12.50	-12.86
997	37.50	41.70
1005	-12.50	22.62
1026	-37.50	-34.59
1035	37.50	52.16
1050	-37.50	-13.82
1056	-12.50	-11.22
1068	37.50	22.93
1085	-37.50	-33.22
1157	-12.50	-32.57
1179	-12.50	-9.96
1192	-12.50	-32.14
1206	12.50	27.59
1231	-37.50	-32.31
1248	-37.50	-11.57
1254	-37.50	-33.32
1283	37.50	21.44
1288	-37.50	-31.85
1301	-12.50	-9.74
1325	37.50	59.75
1364	37.50	26.67
