trial	target	response
28	12.50	1.02
39	-37.50	-10.54
64	-37.50	-33.03
76	-12.50	-4.00
93	-37.50	-38.93
120	-12.50	1.27
132	12.50	0.88
147	37.50	30.62
162	-37.50	-38.93
191	-12.50	0.13
205	-37.50	-6.97
219	37.50	31.41
260	37.50	33.66
297	-12.50	9.85
305	12.50	10.10
322	12.50	-9.85
340	12.50	11.78
388	37.50	25.31
406	-12.50	-36.85
426	12.50	-0.34
432	-37.50	-0.67
448	12.50	-0.92
460	12.50	-2.29
467	-37.50	-9.90
494	-37.50	-1.64
510	12.50	13.44
565	-37.50	-18.89
590	-12.50	-17.71
599	-12.50	-0.59
613	-37.50	-20.72
628	12.50	12.77
666	12.50	-21.02
677	-37.50	5.28
685	12.50	14.20
691	37.50	30.68
713	12.50	-1.19
740	-12.50	-10.39
750	-12.50	10.45
771	37.50	10.33
782	12.50	-3.72
793	-37.50	-24.48
801	-12.50	-27.31
822	12.50	-22.09
837	-12.50	-19.12
855	37.50	10.74
922	12.50	-25.90
933	-12.50	6.85
959	-12.50	3.56
966	-12.50	-6.78
973	37.50	24.47
986	-37.50	-31.22
1015	37.50	22.84
1046	12.50	6.56
1062	12.50	-0.71
1077	12.50	8.44
1103	-12.50	-13.42
1111	-37.50	-15.37
1118	37.50	22.26
1160	12.50	-25.37
1172	12.50	8.88
1209	12.50	7.75
1218	12.50	10.26
1225	-37.50	5.19
1237	-12.50	7.79
1252	-12.50	-16.41
1263	-12.50	-25.00
1289	12.50	8.25
1305	-12.50	7.23
1316	37.50	23.01
1353	-37.50	-7.16
1399	-12.50	8.28
1410	37.50	27.20
