trial	target	response
24	37.50	-0.18
35	-12.50	-5.98
82	-12.50	-5.36
107	-37.50	-21.42
116	37.50	10.71
122	-37.50	-28.47
154	12.50	6.68
160	-37.50	-3.63
180	-37.50	-30.03
190	12.50	-6.03
216	-37.50	-28.24
236	-12.50	6.35
249	12.50	-4.51
269	12.50	-6.15
278	-37.50	-34.10
292	12.50	-19.80
310	-37.50	-19.68
326	37.50	19.34
339	-37.50	6.82
387	12.50	-4.96
394	12.50	-5.84
402	-37.50	-14.86
446	-37.50	-32.49
474	-37.50	-25.59
516	-37.50	-39.04
540	-12.50	9.96
546	-37.50	-6.50
570	37.50	26.50
597	-12.50	-19.41
610	-12.50	4.73
626	12.50	-8.16
634	-37.50	-21.83
656	-12.50	5.73
682	12.50	-33.53
693	-12.50	0.79
699	-37.50	-31.87
739	12.50	-6.29
784	12.50	-7.18
803	-37.50	-31.20
812	-12.50	-5.09
857	12.50	-1.41
867	37.50	4.46
882	37.50	22.30
899	-12.50	-19.27
910	12.50	-5.90
921	12.50	-16.74
928	37.50	21.47
952	-12.50	-16.52
992	-12.50	-3.77
1010	37.50	21.40
1017	37.50	25.63
1056	37.50	23.73
1063	-12.50	-10.96
1073	-12.50	-19.32
1114	-12.50	-4.28
1125	37.50	20.22
1131	-12.50	-6.87
1138	-37.50	-7.29
1166	37.50	24.72
1173	37.50	-15.08
1226	-37.50	-37.32
1239	-37.50	-13.77
1248	-37.50	-32.74
1257	-37.50	-7.68
1268	-37.50	-13.83
1276	37.50	6.00
1322	-37.50	-33.36
1330	12.50	1.06
1342	12.50	7.14
1392	12.50	-6.55
1423	-12.50	-14.03
1430	-37.50	-21.12
