trial	target	response
49	-37.50	1.70
57	37.50	21.80
67	37.50	32.51
74	12.50	4.61
83	-37.50	-18.35
104	-37.50	-16.44
115	37.50	34.03
135	12.50	20.83
149	12.50	3.34
176	37.50	39.46
192	-37.50	-16.73
229	-37.50	-19.26
245	-37.50	-20.03
252	12.50	-0.61
260	12.50	-0.81
285	-12.50	-20.68
322	-37.50	20.26
336	-12.50	-21.78
351	-12.50	0.04
370	37.50	32.51
385	-37.50	-22.78
398	-12.50	-18.77
405	-12.50	-22.56
476	-37.50	-20.05
485	-37.50	-29.08
510	37.50	18.11
524	37.50	30.83
539	-12.50	-19.24
547	-12.50	8.90
571	-12.50	21.00
597	12.50	19.26
625	12.50	11.74
669	-12.50	15.91
685	-12.50	0.32
693	37.50	29.68
710	-12.50	24.90
729	37.50	25.30
739	37.50	21.09
754	37.50	15.96
765	-37.50	-22.46
824	37.50	12.63
851	-37.50	17.79
863	37.50	19.12
899	-37.50	-31.10
906	-12.50	-18.43
923	37.50	22.60
930	-12.50	-15.58
937	37.50	20.19
967	37.50	32.89
973	12.50	1.36
995	37.50	42.96
1006	-12.50	-27.31
1030	37.50	37.18
1045	37.50	18.84
1057	-12.50	18.74
1079	-12.50	-19.49
1104	12.50	20.09
1123	12.50	35.92
1151	-12.50	18.83
1197	37.50	35.30
1240	12.50	-17.89
1259	12.50	22.84
1271	37.50	27.69
1287	37.50	-31.65
1303	-37.50	-25.35
1316	12.50	22.24
1331	-12.50	21.80
1342	-12.50	23.61
1360	-37.50	-28.26
1388	37.50	18.81
1412	-37.50	-33.94
1434	-37.50	-19.05
