trial	target	response
66	12.50	2.38
74	-37.50	-16.06
93	-37.50	1.61
108	37.50	2.30
116	37.50	-0.03
135	37.50	1.59
154	12.50	2.53
173	37.50	2.72
182	-37.50	2.12
197	-12.50	2.34
210	12.50	0.16
223	-12.50	-11.97
241	-37.50	16.78
264	12.50	20.85
283	-12.50	26.16
313	-12.50	19.87
320	12.50	18.44
341	-37.50	20.53
346	-37.50	21.12
372	37.50	21.43
383	-37.50	19.76
411	12.50	22.02
420	12.50	21.81
446	12.50	31.01
493	37.50	-5.36
518	-12.50	13.61
537	12.50	20.93
562	37.50	19.80
594	12.50	-13.97
600	37.50	31.55
610	37.50	51.66
618	37.50	13.78
623	-12.50	5.45
657	12.50	18.07
666	37.50	30.14
676	-12.50	36.97
731	-12.50	10.58
749	-37.50	21.04
767	12.50	-6.31
777	12.50	-6.59
789	-12.50	-6.47
803	-37.50	-3.05
813	-12.50	-8.32
836	-37.50	-6.20
841	37.50	-11.71
859	37.50	-1.64
872	-12.50	-15.04
887	37.50	-16.79
916	37.50	22.50
931	-37.50	6.92
966	12.50	22.04
1000	12.50	7.17
1020	-37.50	3.82
1049	-12.50	6.66
1072	12.50	-10.69
1090	12.50	3.20
1095	37.50	4.14
1107	12.50	2.90
1124	37.50	3.75
1136	37.50	3.39
1150	-12.50	20.23
1185	-37.50	20.84
1217	37.50	21.49
1229	12.50	20.90
1249	37.50	20.99
1254	-37.50	22.84
1295	-37.50	21.30
1308	12.50	21.99
1314	-12.50	20.32
1331	37.50	23.01
1347	-12.50	22.47
1366	37.50	21.06
