trial	target	response
50	37.50	-1.36
84	-12.50	-13.71
100	-37.50	-0.69
111	-37.50	-13.58
118	12.50	-14.03
124	12.50	-13.79
145	12.50	11.83
158	12.50	11.87
205	12.50	-2.09
216	-12.50	-0.59
233	-37.50	-15.39
239	37.50	11.79
250	37.50	12.42
274	-12.50	-0.23
285	37.50	13.15
324	37.50	12.72
332	-37.50	-0.32
339	-37.50	-15.20
355	-37.50	-13.93
372	-37.50	-13.21
387	12.50	1.65
400	-37.50	-14.03
470	12.50	12.94
477	-37.50	1.05
495	-37.50	-1.06
513	-12.50	-0.77
578	37.50	10.93
594	-12.50	-16.31
609	37.50	-1.14
618	-12.50	-1.00
625	37.50	-16.41
631	-37.50	-24.55
676	-37.50	-15.54
684	37.50	12.09
691	-37.50	-0.24
707	-37.50	0.91
730	12.50	-16.30
738	-12.50	-16.43
752	-12.50	-0.66
802	-37.50	-14.56
817	-12.50	0.48
830	37.50	13.71
845	12.50	12.66
866	37.50	13.57
901	-12.50	-0.23
920	12.50	14.06
947	12.50	0.84
956	37.50	-14.21
986	-37.50	-0.07
1002	-37.50	-26.58
1015	12.50	-0.47
1048	37.50	12.04
1060	-12.50	-0.04
1102	12.50	-15.09
1109	-12.50	13.95
1118	-12.50	-0.09
1126	-37.50	-15.19
1160	37.50	13.99
1188	-37.50	-14.60
1196	-12.50	-14.85
1245	-37.50	-16.32
1274	-12.50	-0.03
1307	-12.50	-15.78
1320	12.50	-0.09
1331	12.50	-0.10
1338	-12.50	12.68
1358	37.50	15.49
1364	37.50	11.33
1383	-37.50	-14.89
1410	12.50	14.04
1417	37.50	-14.04
1425	-12.50	-0.10
