trial	target	response
12	12.50	23.92
28	-12.50	-8.02
35	-37.50	-35.77
42	-12.50	-30.96
53	12.50	-33.02
110	37.50	36.97
117	-12.50	-23.06
134	-12.50	46.12
142	37.50	45.84
169	12.50	-9.49
200	-37.50	21.78
210	12.50	20.93
260	37.50	6.39
285	-12.50	-22.12
311	-12.50	-29.15
317	37.50	24.28
322	-37.50	-45.22
332	37.50	34.11
348	37.50	9.39
365	37.50	25.05
397	-37.50	-44.96
416	-37.50	-35.36
421	37.50	-7.17
441	12.50	-17.93
483	12.50	35.35
496	-12.50	-7.80
520	-12.50	-19.22
545	37.50	23.39
563	-37.50	-32.60
579	12.50	-20.47
589	-12.50	-28.95
608	37.50	8.10
641	12.50	-4.84
652	-12.50	-17.68
672	12.50	-17.58
683	-12.50	-28.47
701	12.50	5.40
710	12.50	3.60
744	37.50	18.61
751	12.50	-6.94
797	-37.50	4.97
802	-12.50	-2.79
813	37.50	28.52
823	37.50	6.80
836	-12.50	14.20
874	-12.50	-17.16
893	37.50	39.57
903	12.50	-6.58
916	12.50	-8.60
952	37.50	24.43
963	37.50	24.44
987	37.50	6.69
994	37.50	6.93
1007	37.50	5.26
1031	12.50	24.91
1066	37.50	5.00
1101	12.50	39.30
1110	-12.50	7.30
1121	12.50	49.51
1130	-37.50	-11.15
1196	37.50	24.87
1209	-12.50	-4.07
1240	-12.50	31.46
1250	37.50	38.78
1268	-37.50	25.69
1277	-12.50	-5.37
1287	12.50	8.63
1307	37.50	25.38
1316	-12.50	11.39
1327	12.50	31.52
1332	-37.50	-18.94
1349	37.50	8.15
