trial	target	response
7	37.50	41.88
14	-12.50	-8.08
19	-37.50	-40.88
42	12.50	6.76
52	12.50	-7.12
57	-12.50	-22.13
132	-37.50	-26.20
159	-12.50	-8.26
187	-12.50	-23.52
201	37.50	26.71
208	-37.50	-38.09
221	-37.50	-42.88
269	12.50	-9.38
288	-12.50	-24.66
305	-12.50	-7.42
320	37.50	26.52
335	-37.50	-36.50
345	-37.50	-38.67
353	12.50	9.29
388	12.50	13.42
408	37.50	11.38
427	-12.50	-5.46
439	37.50	9.45
450	-37.50	-32.92
479	12.50	-7.90
532	-37.50	-40.94
556	-37.50	-28.13
567	-12.50	-13.85
573	12.50	-1.01
587	37.50	14.56
608	-12.50	-13.08
614	-12.50	-13.03
628	37.50	10.82
635	-12.50	-12.38
642	-12.50	-20.09
655	12.50	-6.36
693	-37.50	-29.19
736	-12.50	1.69
747	-12.50	-24.17
757	-37.50	-37.28
771	12.50	3.30
815	-12.50	-15.81
833	12.50	11.40
847	-12.50	-5.85
859	-12.50	-16.39
873	37.50	27.30
887	-37.50	-37.95
899	-12.50	-10.93
933	-37.50	-13.34
941	37.50	28.74
950	-37.50	-24.70
990	-37.50	-10.41
1008	12.50	-5.44
1016	-37.50	-23.15
1024	12.50	-12.99
1056	12.50	13.05
1067	-12.50	13.66
1104	12.50	9.82
1116	-12.50	-11.16
1132	-12.50	-6.14
1165	12.50	17.09
1200	12.50	15.88
1212	-12.50	-4.03
1220	-12.50	-7.35
1246	-12.50	-11.75
1253	-12.50	-6.34
1262	-37.50	-23.70
1268	12.50	11.60
1273	12.50	12.49
1304	-12.50	1.67
1327	12.50	6.06
1359	12.50	12.19
