trial	target	response
25	-12.50	-15.13
45	37.50	28.65
92	12.50	-2.42
103	12.50	-4.60
127	37.50	19.39
134	37.50	18.27
151	12.50	n/a
159	-37.50	-32.05
167	-12.50	-24.85
200	37.50	1.31
210	-12.50	-25.04
215	12.50	-0.71
234	12.50	-10.73
254	-12.50	-25.45
261	12.50	-12.87
299	37.50	21.85
307	37.50	-9.08
325	-37.50	-8.25
344	12.50	-8.77
366	-37.50	-34.28
385	12.50	n/a
415	-37.50	-33.00
426	-12.50	-25.63
446	-12.50	-24.71
460	-12.50	-23.61
473	12.50	-1.98
491	-12.50	-14.47
502	37.50	18.76
509	37.50	20.05
535	-37.50	-32.79
542	-12.50	-13.68
549	-37.50	-30.99
588	37.50	3.37
606	-37.50	-31.23
638	37.50	19.45
656	-37.50	-32.15
710	37.50	15.22
731	-12.50	-0.41
740	12.50	18.14
759	-37.50	-23.69
771	-37.50	-34.14
779	37.50	35.73
790	12.50	-9.51
836	37.50	34.04
847	37.50	35.66
855	37.50	52.37
877	37.50	18.96
910	12.50	2.57
919	12.50	2.20
939	-12.50	-14.80
1009	12.50	-4.01
1035	-37.50	-31.57
1044	-37.50	-32.87
1054	-37.50	-23.94
1062	12.50	8.31
1073	12.50	-4.86
1107	37.50	8.17
1115	-12.50	-22.07
1124	12.50	-12.30
1137	-37.50	-22.23
1148	37.50	33.04
1237	12.50	-2.95
1252	12.50	-4.80
1272	-37.50	-15.72
1283	-12.50	-23.98
1302	-37.50	-43.34
1307	37.50	26.09
1323	12.50	-2.43
1328	-37.50	0.08
1333	12.50	-1.26
1339	-37.50	-30.48
1353	-12.50	-21.76
